Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
RICE DRILLING B LLC,1,PATTON 6H,2.61605,GasWell,39.913011,-80.244053
RICE DRILLING B LLC,1,PATTON 7H,3.12734,GasWell,39.913044,-80.244111
RICE DRILLING B LLC,1,PATTON 5H,2.67212,GasWell,39.913078,-80.244169
RICE DRILLING B LLC,1,PATTON 4H,2.61605,GasWell,39.913108,-80.244228
RICE DRILLING B LLC,1,PATTON 9H,2.61605,GasWell,39.913136,-80.244069
RICE DRILLING B LLC,1,PATTON 3H,2.61605,GasWell,39.913142,-80.244286
RICE DRILLING B LLC,1,PATTON 8H,2.61605,GasWell,39.913169,-80.244128
RICE DRILLING B LLC,1,PATTON 2H,2.61605,GasWell,39.913175,-80.244344
CNX GAS CO LLC,1,RHL4 CHS,728.95466,GasWell,39.9132,-80.496994
RICE DRILLING B LLC,1,PATTON 15H,2.91689,GasWell,39.913203,-80.244186
RICE DRILLING B LLC,1,PATTON 1H,11.43826,GasWell,39.913206,-80.244403
RICE DRILLING B LLC,1,PATTON 16H,2.86028,GasWell,39.913233,-80.244242
EQT PROD CO,1,D THARP 591124,7.17468,GasWell,39.913311,-80.271961
EQT PROD CO,1,D THARP 591125,2.65134,GasWell,39.913328,-80.272011
RICE DRILLING B LLC,1,PULTORAK 2H,7.3599,GasWell,39.913336,-80.134244
EQT PROD CO,1,D THARP 591126,2.65134,GasWell,39.913342,-80.272061
RICE DRILLING B LLC,1,PULTORAK 1H,7.57958,GasWell,39.913356,-80.134178
EQT PROD CO,1,D THARP 591127,2.65134,GasWell,39.913358,-80.272111
EQT PROD CO,1,D THARP 591211,2.65134,GasWell,39.913372,-80.272161
EQT PROD CO,1,D THARP 591212,2.65134,GasWell,39.913386,-80.272211
EQT PROD CO,1,D THARP 591213,2.65134,GasWell,39.913403,-80.272261
EQT PROD CO,1,D THARP 591214,2.65134,GasWell,39.913417,-80.272311
EQT PROD CO,1,D THARP 591215,2.65134,GasWell,39.913433,-80.272361
EQT PROD CO,1,D THARP 591216,2.65134,GasWell,39.913447,-80.272408
EQT PROD CO,1,D THARP 591713,2.65134,GasWell,39.913461,-80.272458
DIVERSIFIED OIL & GAS LLC,1,CARTER UNIT 12H,117.04674,GasWell,39.913492,-80.001069
DIVERSIFIED OIL & GAS LLC,1,CARTER UNIT 11,16.49659,GasWell,39.913522,-80.001072
DIVERSIFIED OIL & GAS LLC,1,CHRISTOPHER 10,7.35044,GasWell,39.913579,-79.859663
CHEVRON APPALACHIA LLC,1,HEADLEE UNIT 9H,229.11321,GasWell,39.913769,-79.952347
EQT PROD CO,1,WEST RUN 591407,4.98791,GasWell,39.91385,-80.302831
CNX GAS CO LLC,1,GOODWIN GH56CHS,300.45855,GasWell,39.913853,-80.337894
EQT PROD CO,1,WEST RUN ROG167H8,5.05036,GasWell,39.913869,-80.302897
EQT PROD CO,1,WEST RUN 591403,4.98791,GasWell,39.913886,-80.302947
EQT PROD CO,1,WEST RUN 591402,4.98791,GasWell,39.9139,-80.302997
EQT PROD CO,1,WEST RUN 591401,4.98791,GasWell,39.913917,-80.303047
EQT PROD CO,1,WEST RUN 591400,4.98791,GasWell,39.913931,-80.303097
EQT PROD CO,1,WEST RUN 591399,4.98791,GasWell,39.913944,-80.303147
EQT PROD CO,1,WEST RUN 591398,15.36026,GasWell,39.913961,-80.303197
EQT PROD CO,1,WEST RUN 591404,4.98791,GasWell,39.913975,-80.303247
DIVERSIFIED OIL & GAS LLC,1,KERR 9,7.27757,GasWell,39.914,-79.937447
EQT PROD CO,1,WEST RUN ROG167H14,4.80614,GasWell,39.914006,-80.303144
CHEVRON APPALACHIA LLC,1,HARTLEY UNIT 10H,1421.2527,GasWell,39.914014,-79.883433
EQT PROD CO,1,WEST RUN ROG167H17,4.98791,GasWell,39.914022,-80.303194
GREYLOCK PROD LLC,1,STELCO 3MH,1.97244,GasWell,39.914047,-80.084375
GREYLOCK CONVENTIONAL LLC,1,PHILLIPS 3,0.86445,GasWell,39.915049,-79.990161
DIVERSIFIED OIL & GAS LLC,1,PRAH 2A,7.28237,GasWell,39.916265,-79.868502
DIVERSIFIED OIL & GAS LLC,1,WILLIS 24,7.28397,GasWell,39.918794,-80.017231
CHEVRON APPALACHIA LLC,1,KOVACH B M01H,956.65692,GasWell,39.918933,-79.854808
DIVERSIFIED OIL & GAS LLC,1,HATHAWAY 8,7.28504,GasWell,39.91915,-79.977467
DIVERSIFIED OIL & GAS LLC,1,WILLIS 23,7.2845,GasWell,39.919343,-80.007365
DIVERSIFIED OIL & GAS LLC,1,KOVACH UNIT 34H,112.4495,GasWell,39.919551,-79.846351
DIVERSIFIED OIL & GAS LLC,1,KOVACH UNIT 24,7.27757,GasWell,39.919551,-79.846379
RICE DRILLING B LLC,1,GRECOE 32H,1197.35783,GasWell,39.920092,-80.379844
RICE DRILLING B LLC,1,GRECOE 34H,4.74369,GasWell,39.920106,-80.379894
RICE DRILLING B LLC,1,GRECOE 36H,2.37184,GasWell,39.920119,-80.379944
RICE DRILLING B LLC,1,GRECOE 9H,2.37184,GasWell,39.92015,-80.380044
RICE DRILLING B LLC,1,GRECOE 8H,2.37184,GasWell,39.920167,-80.380094
RICE DRILLING B LLC,1,GRECOE 6H,13.63404,GasWell,39.920211,-80.380244
RICE DRILLING B LLC,1,GRECOE 7H,2.37184,GasWell,39.920225,-80.380294
RICE DRILLING B LLC,1,GRECOE 27H,4.74369,GasWell,39.920292,-80.380231
CHEVRON APPALACHIA LLC,1,GROOMS UNIT 10H,1826.25838,GasWell,39.92195,-80.218186
DIVERSIFIED OIL & GAS LLC,1,KREPPS 3,7.32024,GasWell,39.922407,-79.885516
EQT PROD CO,1,OLCZAK 590420,7.11554,GasWell,39.922589,-80.269539
EQT PROD CO,1,OLCZAK 590419,7.11554,GasWell,39.9226,-80.269572
EQT PROD CO,1,OLCZAK 593512,7.11554,GasWell,39.922608,-80.269603
EQT PROD CO,1,OLCZAK 593511,1945.52856,GasWell,39.922619,-80.269636
EQT PROD CO,1,OLCZAK 593510,1783.68253,GasWell,39.922631,-80.269669
EQT PROD CO,1,OLCZAK 592376,1666.45733,GasWell,39.922639,-80.269703
EQT PROD CO,1,OLCZAK 592375,444.01943,GasWell,39.92265,-80.269736
EQT PROD CO,1,OLCZAK 592374,133.46235,GasWell,39.922658,-80.269769
EQT PROD CO,1,OLCZAK ROG54H15,1101.02508,GasWell,39.922672,-80.269811
EQT PROD CO,1,OLCZAK 590417,722.17664,GasWell,39.922683,-80.269853
EQT PROD CO,1,OLCZAK ROG54H13,699.66813,GasWell,39.922714,-80.269953
RICE DRILLING B LLC,1,PORTER STREET 8H,4.74369,GasWell,39.922933,-80.15875
RICE DRILLING B LLC,1,PORTER STREET 1H,12.11995,GasWell,39.922947,-80.158969
RICE DRILLING B LLC,1,PORTER STREET 3H,4.74369,GasWell,39.922956,-80.158794
RICE DRILLING B LLC,1,PORTER STREET 2H,4.74369,GasWell,39.922978,-80.159008
RICE DRILLING B LLC,1,PORTER STREET 10H,4.74369,GasWell,39.922981,-80.158836
RICE DRILLING B LLC,1,PORTER STREET 4H,4.74369,GasWell,39.923006,-80.158881
RICE DRILLING B LLC,1,PORTER STREET 7H,4.74369,GasWell,39.923019,-80.159031
RICE DRILLING B LLC,1,PORTER STREET 5H,4.74369,GasWell,39.923064,-80.159122
RICE DRILLING B LLC,1,PORTER STREET 6H,4.74369,GasWell,39.923092,-80.159161
GREYLOCK CONVENTIONAL LLC,1,ST WHIPKEY 1,1.17632,GasWell,39.923565,-80.003159
EQT PROD CO,1,MOORE 591298,4.98791,GasWell,39.923592,-80.337392
EQT PROD CO,1,MOORE 591297,4.98791,GasWell,39.923631,-80.337381
EQT PROD CO,1,MOORE 591128,14.42998,GasWell,39.923672,-80.337369
EQT PROD CO,1,MOORE 591129,7.35975,GasWell,39.923711,-80.337358
EQT PROD CO,1,MOORE 591130,4.98791,GasWell,39.923753,-80.337347
EQT PROD CO,1,MOORE 591131,4.98791,GasWell,39.923792,-80.337336
EQT PROD CO,1,BEAZER 592769,14.23107,GasWell,39.923833,-80.093803
EQT PROD CO,1,MOORE 591132,4.98791,GasWell,39.923833,-80.337325
EQT PROD CO,1,BEAZER 592767,14.23107,GasWell,39.923861,-80.093903
EQT PROD CO,1,MOORE 591133,4.98791,GasWell,39.923872,-80.337314
EQT PROD CO,1,BEAZER 592326,14.23107,GasWell,39.923875,-80.093956
EQT PROD CO,1,BEAZER 592325,14.23107,GasWell,39.923886,-80.094006
EQT PROD CO,1,BEAZER 592324,14.23107,GasWell,39.9239,-80.094056
EQT PROD CO,1,BEAZER 592323,14.23107,GasWell,39.923914,-80.094106
EQT PROD CO,1,MOORE 591134,4.98791,GasWell,39.923914,-80.337303
EQT PROD CO,1,BEAZER 592322,23.32732,GasWell,39.923928,-80.094156
EQT PROD CO,1,MOORE 591135,4.98791,GasWell,39.923953,-80.337292
EQT PROD CO,1,BEAZER 592772,11.85923,GasWell,39.923961,-80.094056
EQT PROD CO,1,BEAZER 592771,14.25904,GasWell,39.923975,-80.094106
EQT PROD CO,1,MOORE 594004,9.54984,GasWell,39.923981,-80.337186
DIVERSIFIED OIL & GAS LLC,1,BIDDLE 30,7.27757,GasWell,39.924304,-79.966913
EQT PROD CO,1,STROPE 591408,246.53823,GasWell,39.924456,-80.1295
EQT PROD CO,1,STROPE 593374,762.71998,GasWell,39.924464,-80.129853
EQT PROD CO,1,STROPE 593373,1270.81006,GasWell,39.924475,-80.129886
EQT PROD CO,1,STROPE 593372,604.17718,GasWell,39.924481,-80.129922
EQT PROD CO,1,STROPE 593371,696.60751,GasWell,39.924492,-80.129956
EQT PROD CO,1,STROPE 593370,7.17799,GasWell,39.9245,-80.129989
EQT PROD CO,1,STROPE 593172,7.17799,GasWell,39.924511,-80.130022
EQT PROD CO,1,STROPE 593171,7.17799,GasWell,39.924519,-80.130056
EQT PROD CO,1,STROPE 593170,10.06527,GasWell,39.924528,-80.130089
EQT PROD CO,1,STROPE 593169,7.17799,GasWell,39.924536,-80.130122
EQT PROD CO,1,STROPE 593164,7.19938,GasWell,39.924583,-80.129969
EQT PROD CO,1,STROPE 593165,7.17799,GasWell,39.924592,-80.130003
EQT PROD CO,1,STROPE 593166,7.19907,GasWell,39.924603,-80.130036
EQT PROD CO,1,STROPE 593167,777.31378,GasWell,39.924611,-80.130069
EQT PROD CO,1,STROPE 593168,7.17799,GasWell,39.924619,-80.130106
RICE DRILLING B LLC,1,WHIPKEY 1H,33.89764,GasWell,39.925417,-80.393806
DIVERSIFIED OIL & GAS LLC,1,BOBBISH 4,7.2861,GasWell,39.925732,-79.858826
DIVERSIFIED OIL & GAS LLC,1,WILLIS 18,7.28216,GasWell,39.926493,-79.994392
DIVERSIFIED OIL & GAS LLC,1,MORTON 10,7.27757,GasWell,39.927026,-80.009387
CHEVRON APPALACHIA LLC,1,HOEHN UNIT 10H,1439.63309,GasWell,39.927969,-79.918828
DIVERSIFIED OIL & GAS LLC,1,UDOVICH UNIT 3,7.27757,GasWell,39.928029,-79.962313
DIVERSIFIED OIL & GAS LLC,1,GAYDOS 11,4.98529,GasWell,39.928568,-79.971838
DIVERSIFIED OIL & GAS LLC,1,MITCHELL 20,7.28504,GasWell,39.929003,-80.020489
CHEVRON APPALACHIA LLC,1,HALL-HOGSETT UNIT 12H,633.23972,GasWell,39.92935,-79.908867
DIVERSIFIED OIL & GAS LLC,1,MORTON 9,7.28333,GasWell,39.929418,-80.004806
DIVERSIFIED OIL & GAS LLC,1,HADENAK 3,7.32803,GasWell,39.930009,-79.857149
DIVERSIFIED OIL & GAS LLC,1,TERCHO-SHIMKO 3,7.30691,GasWell,39.930248,-79.851451
DIVERSIFIED OIL & GAS LLC,1,WILLIS 19A,7.28878,GasWell,39.930257,-79.990031
DIVERSIFIED OIL & GAS LLC,1,CHRISTOPHER 9,7.31694,GasWell,39.930898,-79.872713
EQT PROD CO,1,HARDEN FARMS ROG230H32,2592.87089,GasWell,39.931725,-80.256458
EQT PROD CO,1,HARDEN FARMS ROG230H31,264.40668,GasWell,39.931753,-80.256444
EQT PROD CO,1,HARDEN FARMS ROG230H34,1274.72239,GasWell,39.931794,-80.256539
EQT PROD CO,1,SCOTTS RUN 590956,7.35975,GasWell,39.931806,-80.3285
EQT PROD CO,1,SCOTTS RUN 590957,7.35975,GasWell,39.931819,-80.32855
EQT PROD CO,1,HARDEN FARMS 592084,9.48739,GasWell,39.931828,-80.256406
EQT PROD CO,1,SCOTTS RUN 590958,4.98791,GasWell,39.931836,-80.3286
EQT PROD CO,1,SCOTTS RUN 590986,4.98791,GasWell,39.93185,-80.32865
EQT PROD CO,1,HARDEN FARMS 592083,9.48739,GasWell,39.931853,-80.256392
EQT PROD CO,1,SCOTTS RUN 590987,4.98791,GasWell,39.931867,-80.3287
EQT PROD CO,1,HARDEN FARMS 592082,11.85923,GasWell,39.931881,-80.256381
EQT PROD CO,1,SCOTTS RUN 590988,4.98791,GasWell,39.931881,-80.32875
EQT PROD CO,1,SCOTTS RUN 591336,4.98791,GasWell,39.931894,-80.3288
EQT PROD CO,1,HARDEN FARMS 592081,11.85923,GasWell,39.931906,-80.256367
EQT PROD CO,1,SCOTTS RUN 591337,4.98791,GasWell,39.931911,-80.32885
EQT PROD CO,1,SCOTTS RUN 591338,4.98791,GasWell,39.931925,-80.3289
EQT PROD CO,1,HARDEN FARMS 592080,11.85923,GasWell,39.931931,-80.256353
EQT PROD CO,1,HARDEN FARMS 592079,11.85923,GasWell,39.931956,-80.256342
EQT PROD CO,1,SCOTTS RUN 591340,35.32025,GasWell,39.931956,-80.328997
EQT PROD CO,1,HARDEN FARMS 592078,21.55931,GasWell,39.931981,-80.256328
CHEVRON APPALACHIA LLC,1,HOWE UNIT 5H,851.50906,GasWell,39.933081,-79.903014
WEST TEXAS OPERATING CO LLC D/B/A XTREME ENERGY CO,1,MENHORN 2H,574.62078,GasWell,39.93321,-79.001143
DIVERSIFIED OIL & GAS LLC,1,BOLEN 2,7.28131,GasWell,39.933274,-79.968749
DIVERSIFIED OIL & GAS LLC,1,SKOVRAN 23,7.31875,GasWell,39.933418,-79.859338
DIVERSIFIED OIL & GAS LLC,1,MORTON 8,7.27757,GasWell,39.933474,-80.004034
EQT PROD CO,1,WALKER B 590905,15.55294,GasWell,39.9335,-80.317
EQT PROD CO,1,WALKER B 590906,12.38294,GasWell,39.9335,-80.317056
EQT PROD CO,1,WALKER B 590907,12.38294,GasWell,39.933528,-80.317111
EQT PROD CO,1,WALKER B 590908,12.38294,GasWell,39.933539,-80.317161
RICE DRILLING B LLC,1,JACOBS 9H,7.39504,GasWell,39.933542,-80.394269
EQT PROD CO,1,WALKER B 590909,12.38294,GasWell,39.933556,-80.317222
RICE DRILLING B LLC,1,JACOBS 11H,11.94399,GasWell,39.933567,-80.39435
RICE DRILLING B LLC,1,JACOBS 7H,7.39504,GasWell,39.933578,-80.3942
EQT PROD CO,1,WALKER B 591204,12.38294,GasWell,39.933581,-80.3173
EQT PROD CO,1,WALKER B 591205,12.38294,GasWell,39.933592,-80.317339
RICE DRILLING B LLC,1,JACOBS 1H,9.76689,GasWell,39.933594,-80.394433
EQT PROD CO,1,WALKER B 590910,12.38294,GasWell,39.933606,-80.317378
RICE DRILLING B LLC,1,JACOBS 5H,7.39504,GasWell,39.933606,-80.394281
EQT PROD CO,1,WALKER B 591207,12.38294,GasWell,39.933617,-80.317419
EQT PROD CO,1,WALKER B 591208,12.38294,GasWell,39.933639,-80.317444
RICE DRILLING B LLC,1,JACOBS 3H,9.76689,GasWell,39.933647,-80.394406
EQT PROD CO,1,WALKER B 591210-A,12.13873,GasWell,39.933653,-80.317539
DIVERSIFIED OIL & GAS LLC,1,SKOVRAN 22,7.2861,GasWell,39.934021,-79.863496
DIVERSIFIED OIL & GAS LLC,1,MACK 7,7.27757,GasWell,39.93404,-80.029574
CHEVRON APPALACHIA LLC,1,DICARLO UNIT 13H,1254.67149,GasWell,39.934281,-79.895722
RICE DRILLING B LLC,1,WILEY 15H,4.74369,GasWell,39.934581,-80.354375
RICE DRILLING B LLC,1,WILEY 3H,2.37184,GasWell,39.934597,-80.354428
RICE DRILLING B LLC,1,WILEY 7H,2.37184,GasWell,39.934614,-80.354483
RICE DRILLING B LLC,1,WILEY 6H,2.37184,GasWell,39.934628,-80.354536
RICE DRILLING B LLC,1,WILEY 5H,2.37184,GasWell,39.934644,-80.354589
RICE DRILLING B LLC,1,WILEY 4H,2.37184,GasWell,39.934661,-80.354644
RICE DRILLING B LLC,1,WILEY 2H,2.37184,GasWell,39.934678,-80.354697
RICE DRILLING B LLC,1,WILEY 1H,41.71413,GasWell,39.934694,-80.35475
RICE DRILLING B LLC,1,WILEY 16H,4.74369,GasWell,39.934711,-80.354806
CHEVRON APPALACHIA LLC,1,SKOVRAN UNIT 32H,386.79011,GasWell,39.935247,-79.853619
DIVERSIFIED OIL & GAS LLC,1,FAIRBANK ROD & GUN CLUB 6,4.98454,GasWell,39.935323,-79.841856
EQT PROD CO,1,PATTERSON CREEK 591363,5.02319,GasWell,39.935739,-80.307622
EQT PROD CO,1,PATTERSON CREEK 591362,5.02319,GasWell,39.935753,-80.307667
EQT PROD CO,1,PATTERSON CREEK 591361,5.02319,GasWell,39.935767,-80.307711
EQT PROD CO,1,PATTERSON CREEK 591360,5.02319,GasWell,39.935781,-80.307756
EQT PROD CO,1,PATTERSON CREEK 591185,5.02319,GasWell,39.935794,-80.307803
EQT PROD CO,1,PATTERSON CREEK 590916,5.02319,GasWell,39.935808,-80.307847
EQT PROD CO,1,PATTERSON CREEK 590915,7.39504,GasWell,39.935819,-80.307892
EQT PROD CO,1,PATTERSON CREEK 590914,7.39504,GasWell,39.935833,-80.307936
EQT PROD CO,1,PATTERSON CREEK 590913,7.39504,GasWell,39.935847,-80.307981
EQT PROD CO,1,PATTERSON CREEK 590912,7.39504,GasWell,39.935861,-80.308025
EQT PROD CO,1,PATTERSON CREEK 590911,12.05849,GasWell,39.935875,-80.308069
EQT PROD CO,1,D IAMS 590036,9.72146,GasWell,39.93636,-80.294749
EQT PROD CO,1,D IAMS 590319 (PHILLIPS),7.88346,GasWell,39.936364,-80.29485
EQT PROD CO,1,D IAMS 590318 (PHILLIPS),7.88346,GasWell,39.936383,-80.294803
EQT PROD CO,1,D IAMS 590316,7.88346,GasWell,39.936388,-80.294666
EQT PROD CO,1,D IAMS 590315,7.88346,GasWell,39.936388,-80.294693
EQT PROD CO,1,D IAMS 592111,7.88346,GasWell,39.936456,-80.294861
EQT PROD CO,1,D IAMS 590317,7.88346,GasWell,39.936467,-80.294617
EQT PROD CO,1,D IAMS 592112,7.88346,GasWell,39.936475,-80.294814
EQT PROD CO,1,D IAMS 592113,7.88346,GasWell,39.936494,-80.294767
CHEVRON APPALACHIA LLC,1,BEDILION UNIT 1H,1164.90263,GasWell,39.936758,-80.156225
CNX GAS CO LLC,1,ADAMS RHL13AHSM,768.08525,GasWell,39.936948,-80.486825
CHEVRON APPALACHIA LLC,1,SKOVRAN UNIT 37H,902.01566,GasWell,39.937003,-79.873311
DIVERSIFIED OIL & GAS LLC,1,BECK 5,9.58552,GasWell,39.937479,-79.96211
XTO ENERGY INC,1,HALL 8423H,25.11395,GasWell,39.93752,-79.469236
DIVERSIFIED OIL & GAS LLC,1,CONSOL/USX 59,9.58232,GasWell,39.938532,-79.966805
EQT PROD CO,1,BEHM 1H,5.51162,GasWell,39.9393,-80.046922
DIVERSIFIED OIL & GAS LLC,1,FAIRBANK ROD & GUN CLUB 3,4.97281,GasWell,39.940234,-79.835526
LPR ENERGY LLC,1,SAYLOR UNIT 2H,332.6889,GasWell,39.940732,-79.246674
DIVERSIFIED OIL & GAS LLC,1,JAREK 6,7.2861,GasWell,39.940848,-79.955735
LPR ENERGY LLC,1,BOWERS WEST UNIT 1H,329.56947,GasWell,39.941364,-79.229581
EQT PROD CO,1,W L HOPKINS 590312,9.48739,GasWell,39.941388,-80.264387
EQT PROD CO,1,W L HOPKINS 590004,9.6582,GasWell,39.941471,-80.264303
DIVERSIFIED OIL & GAS LLC,1,KESLAR 9,7.27757,GasWell,39.941509,-79.863682
DIVERSIFIED OIL & GAS LLC,1,SPRINGER 17,4.97495,GasWell,39.94159,-80.029899
DIVERSIFIED OIL & GAS LLC,1,SPRINGER 18,7.28077,GasWell,39.941735,-80.025143
EQT PROD CO,1,ALPHA 1 592151,14.51057,GasWell,39.942378,-80.130533
EQT PROD CO,1,ALPHA 1 592150,14.51057,GasWell,39.942392,-80.130586
EQT PROD CO,1,ALPHA 1 592149,14.51057,GasWell,39.942406,-80.130636
EQT PROD CO,1,ALPHA 1 592148,14.51057,GasWell,39.942419,-80.130686
EQT PROD CO,1,ALPHA 1 592152,14.51057,GasWell,39.942433,-80.130736
CHEVRON APPALACHIA LLC,1,CONSOL USX 13,0.01993,GasWell,39.942482,-79.982558
EQT PROD CO,1,ALPHA 1 592147,21.08709,GasWell,39.942486,-80.130711
CHEVRON APPALACHIA LLC,1,FRANKHOUSER UNIT 3H-A,783.86527,GasWell,39.944019,-79.901514
EQT PROD CO,1,CHRISTEN MAT129H12,446.61244,GasWell,39.944019,-80.06605
EQT PROD CO,1,CHRISTEN MAT129H13,558.00362,GasWell,39.944033,-80.066103
EQT PROD CO,1,CHRISTEN MAT129H15,812.8865,GasWell,39.944061,-80.066203
EQT PROD CO,1,CHRISTEN 591444,1936.60984,GasWell,39.944078,-80.065942
EQT PROD CO,1,CHRISTEN 591443,1708.83478,GasWell,39.944092,-80.065992
EQT PROD CO,1,CHRISTEN 591442,1558.03794,GasWell,39.944106,-80.066042
EQT PROD CO,1,CHRISTEN 591263,1830.39111,GasWell,39.944119,-80.066094
EQT PROD CO,1,CHRISTEN 591261,14.23107,GasWell,39.944144,-80.066194
EQT PROD CO,1,CHRISTEN 591260,14.23107,GasWell,39.944158,-80.066244
EQT PROD CO,1,CHRISTEN 591259,14.23107,GasWell,39.944169,-80.066297
EQT PROD CO,1,CHRISTEN 591258,14.23107,GasWell,39.944183,-80.066347
EQT PROD CO,1,CHRISTEN 591257,23.57837,GasWell,39.944197,-80.066397
CHEVRON APPALACHIA LLC,1,GRANT UNIT 15H,332.9205,GasWell,39.944244,-79.874342
CHEVRON APPALACHIA LLC,1,CONSOL/USX 53,203.97476,GasWell,39.944498,-79.971944
DIVERSIFIED OIL & GAS LLC,1,SPRINGER 19,7.28664,GasWell,39.94464,-80.030974
EQT PROD CO,1,ROBERTS 590170,9.76689,GasWell,39.944749,-80.264803
EQT PROD CO,1,ROBERTS 590169,9.76689,GasWell,39.944777,-80.264915
EQT PROD CO,1,ROBERTS 590168,9.76689,GasWell,39.944805,-80.265026
EQT PROD CO,1,ROBERTS 590167,9.93114,GasWell,39.944832,-80.265109
WEST TEXAS OPERATING CO LLC D/B/A XTREME ENERGY CO,1,HILLEGASS 2H,574.63905,GasWell,39.944968,-78.89462
EQT PROD CO,1,CONNORS 590173,17.70557,GasWell,39.945147,-80.239592
EQT PROD CO,1,CONNORS 591224,9.76689,GasWell,39.945158,-80.239625
EQT PROD CO,1,CONNORS 591223,10.0111,GasWell,39.945169,-80.239667
EQT PROD CO,1,CONNORS 591222,10.0111,GasWell,39.945183,-80.239711
EQT PROD CO,1,CONNORS 591221,10.0111,GasWell,39.945194,-80.239756
EQT PROD CO,1,CONNORS 591220,10.0111,GasWell,39.945208,-80.239797
EQT PROD CO,1,CONNORS 591219,10.0111,GasWell,39.945219,-80.239842
EQT PROD CO,1,CONNORS 591218,10.0111,GasWell,39.945233,-80.239883
EQT PROD CO,1,CONNORS 590178,12.42633,GasWell,39.94525,-80.239917
EQT PROD CO,1,CONNORS 590177,12.38294,GasWell,39.945258,-80.239972
EQT PROD CO,1,CONNORS 590176,12.44669,GasWell,39.945278,-80.240028
EQT PROD CO,1,CONNORS 590175,12.38294,GasWell,39.945283,-80.240058
EQT PROD CO,1,CONNORS 590174,12.38294,GasWell,39.945306,-80.240111
DIVERSIFIED OIL & GAS LLC,1,CONSOL/USX 66,9.58232,GasWell,39.945365,-79.980466
CHEVRON APPALACHIA LLC,1,MUTNANSKY UNIT 10H,570.09634,GasWell,39.945842,-79.719839
CNX GAS CO LLC,1,CONRHEIN MOR40FHS,3843.5586,GasWell,39.946378,-80.386444
CHEVRON APPALACHIA LLC,1,KIKTA UNIT 1H,826.27325,GasWell,39.947036,-79.743575
EQT PROD CO,1,ROUGH HOLLOW 593217,1116.00909,GasWell,39.947261,-80.223178
EQT PROD CO,1,ROUGH HOLLOW 593216,11.85923,GasWell,39.947272,-80.223211
EQT PROD CO,1,ROUGH HOLLOW 593215,253.73771,GasWell,39.947281,-80.223244
EQT PROD CO,1,ROUGH HOLLOW 593214,117.07585,GasWell,39.947292,-80.223278
EQT PROD CO,1,ROUGH HOLLOW 593213,1662.68157,GasWell,39.947303,-80.223311
EQT PROD CO,1,ROUGH HOLLOW 593212,2180.76362,GasWell,39.947311,-80.223344
EQT PROD CO,1,ROUGH HOLLOW 593211,1656.81797,GasWell,39.947322,-80.223378
EQT PROD CO,1,ROUGH HOLLOW 593210,1682.28485,GasWell,39.947331,-80.223411
EQT PROD CO,1,ROUGH HOLLOW 593219,117.04336,GasWell,39.947344,-80.223156
EQT PROD CO,1,ROUGH HOLLOW 593221,11.85923,GasWell,39.947364,-80.223222
EQT PROD CO,1,ROUGH HOLLOW 593859,459.17519,GasWell,39.947403,-80.223356
EQT PROD CO,1,ROUGH HOLLOW 593864,294.93032,GasWell,39.947453,-80.223522
EQT PROD CO,1,ROUGH HOLLOW 593865,274.14802,GasWell,39.947464,-80.223556
EQT PROD CO,1,HAWKINS 591270,5.55452,GasWell,39.947639,-80.120681
CNX GAS CO LLC,1,CONSOL RHL11EHSU,4990.57587,GasWell,39.947648,-80.471214
EQT PROD CO,1,HAWKINS 591269,5.51162,GasWell,39.947678,-80.120661
EQT PROD CO,1,HAWKINS 591268,5.51162,GasWell,39.947717,-80.120644
EQT PROD CO,1,HAWKINS 591267,5.53697,GasWell,39.947756,-80.120625
EQT PROD CO,1,HAWKINS 590497,5.51162,GasWell,39.947794,-80.120608
EQT PROD CO,1,HAWKINS 590496,7.90418,GasWell,39.947833,-80.120583
EQT PROD CO,1,HAWKINS 590495,7.90552,GasWell,39.947861,-80.120583
EQT PROD CO,1,HAWKINS 590494,7.88346,GasWell,39.947917,-80.120556
EQT PROD CO,1,HAWKINS 590492,11.94568,GasWell,39.948,-80.120528
CHEVRON APPALACHIA LLC,1,VRONA UNIT 1H-A,465.98994,GasWell,39.948139,-79.956894
CHEVRON APPALACHIA LLC,1,FAVERIO UNIT 5H,434.8048,GasWell,39.948283,-79.830656
EQT PROD CO,1,NICOLOFF 591328,1656.71704,GasWell,39.949503,-80.052314
EQT PROD CO,1,NICOLOFF MAT79H8,141.96653,GasWell,39.949503,-80.052361
EQT PROD CO,1,NICOLOFF 591230,7.39504,GasWell,39.949506,-80.052261
EQT PROD CO,1,NICOLOFF 591226,9.79425,GasWell,39.949508,-80.052047
EQT PROD CO,1,NICOLOFF 591227,9.79383,GasWell,39.949508,-80.0521
EQT PROD CO,1,NICOLOFF 591229-A,7.42027,GasWell,39.949508,-80.052153
EQT PROD CO,1,NICOLOFF 591225,10.2067,GasWell,39.949511,-80.051992
EQT PROD CO,1,NICOLOFF MAT79H22,2552.54474,GasWell,39.949561,-80.052289
EQT PROD CO,1,NICOLOFF MAT79H21,215.62847,GasWell,39.949561,-80.052339
EQT PROD CO,1,NICOLOFF MAT79H20,165.93169,GasWell,39.949561,-80.052386
EQT PROD CO,1,OSTRICH 590767,14.63863,GasWell,39.950417,-80.082333
